"","x"
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0
"254",0
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0
"273",0
"274",0
"275",0
"276",0
"277",0
"278",0
"279",0
"280",0
"281",0
"282",0
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",0
"290",0
"291",0
"292",0
"293",0
"294",0
"295",0
"296",0
"297",0
"298",0
"299",0
"300",0
"301",2
"302",2
"303",0
"304",2
"305",0
"306",0
"307",2
"308",2
"309",2
"310",0
"311",2
"312",0
"313",0
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0
"320",0
"321",2
"322",2
"323",2
"324",0
"325",2
"326",0
"327",0
"328",0
"329",0
"330",2
"331",0
"332",2
"333",0
"334",0
"335",0
"336",0
"337",2
"338",0
"339",0
"340",2
"341",0
"342",2
"343",0
"344",0
"345",0
"346",0
"347",0
"348",0
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",2
"356",2
"357",2
"358",0
"359",0
"360",0
"361",2
"362",2
"363",0
"364",0
"365",0
"366",0
"367",2
"368",2
"369",2
"370",0
"371",2
"372",2
"373",0
"374",2
"375",0
"376",0
"377",2
"378",0
"379",0
"380",0
"381",0
"382",0
"383",2
"384",0
"385",2
"386",2
"387",0
"388",0
"389",0
"390",0
"391",0
"392",0
"393",2
"394",2
"395",2
"396",0
"397",0
"398",0
"399",0
"400",0
"401",0
"402",0
"403",0
"404",0
"405",0
"406",0
"407",0
"408",0
"409",0
"410",2
"411",0
"412",0
"413",0
"414",0
"415",0
"416",0
"417",0
"418",0
"419",0
"420",0
"421",0
"422",2
"423",0
"424",0
"425",0
"426",0
"427",0
"428",0
"429",0
"430",0
"431",2
"432",0
"433",0
"434",0
"435",0
"436",0
"437",0
"438",0
"439",0
"440",0
"441",0
"442",0
"443",0
"444",0
"445",0
"446",0
"447",0
"448",0
"449",0
"450",0
"451",0
"452",0
"453",0
"454",0
"455",0
"456",0
"457",0
"458",0
"459",0
"460",0
"461",0
"462",0
"463",2
"464",0
"465",0
"466",0
"467",0
"468",0
"469",0
"470",0
"471",0
"472",0
"473",0
"474",0
"475",0
"476",0
"477",0
"478",0
"479",0
"480",0
"481",0
"482",0
"483",0
"484",0
"485",0
"486",0
"487",2
"488",0
"489",0
"490",0
"491",0
"492",2
"493",0
"494",0
"495",0
"496",0
"497",0
"498",0
"499",0
"500",0
"501",0
"502",0
"503",0
"504",0
"505",0
"506",0
"507",0
"508",0
"509",0
"510",0
"511",0
"512",0
"513",0
"514",0
"515",0
"516",0
"517",0
"518",0
"519",0
"520",0
"521",0
"522",0
"523",0
"524",0
"525",0
"526",0
"527",0
"528",0
"529",0
"530",0
"531",0
"532",0
"533",0
"534",0
"535",0
"536",0
"537",0
"538",0
"539",0
"540",0
"541",0
"542",0
"543",0
"544",0
"545",0
"546",0
"547",0
"548",0
"549",0
"550",0
"551",0
"552",0
"553",0
"554",0
"555",0
"556",0
"557",0
"558",0
"559",0
"560",0
"561",0
"562",0
"563",0
"564",0
"565",0
"566",0
"567",0
"568",0
"569",0
"570",0
"571",0
"572",0
"573",0
"574",0
"575",0
"576",0
"577",0
"578",0
"579",0
"580",0
"581",0
"582",0
"583",0
"584",0
"585",0
"586",0
"587",0
"588",0
"589",0
"590",0
"591",0
"592",0
"593",0
"594",0
"595",0
"596",0
"597",0
"598",0
"599",0
"600",0
"601",0
"602",2
"603",0
"604",0
"605",0
"606",0
"607",2
"608",2
"609",0
"610",0
"611",0
"612",2
"613",2
"614",0
"615",2
"616",0
"617",0
"618",0
"619",0
"620",0
"621",0
"622",0
"623",0
"624",0
"625",2
"626",0
"627",0
"628",0
"629",0
"630",0
"631",0
"632",0
"633",0
"634",0
"635",0
"636",0
"637",0
"638",0
"639",0
"640",0
"641",0
"642",0
"643",2
"644",0
"645",0
"646",0
"647",2
"648",0
"649",0
"650",0
"651",0
"652",0
"653",0
"654",2
"655",0
"656",0
"657",2
"658",0
"659",0
"660",2
"661",2
"662",0
"663",0
"664",0
"665",0
"666",0
"667",0
"668",0
"669",0
"670",0
"671",0
"672",0
"673",0
"674",0
"675",0
"676",0
"677",2
"678",0
"679",2
"680",2
"681",0
"682",0
"683",2
"684",0
"685",0
"686",0
"687",0
"688",0
"689",2
"690",0
"691",0
"692",0
"693",0
"694",2
"695",2
"696",2
"697",0
"698",2
"699",0
"700",0
"701",2
"702",2
"703",0
"704",2
"705",2
"706",2
"707",2
"708",2
"709",2
"710",2
"711",2
"712",2
"713",2
"714",2
"715",2
"716",2
"717",2
"718",2
"719",2
"720",2
"721",2
"722",2
"723",2
"724",2
"725",2
"726",2
"727",2
"728",2
"729",2
"730",2
"731",2
"732",2
"733",2
"734",2
"735",2
"736",2
"737",2
"738",2
"739",2
"740",2
"741",2
"742",2
"743",2
"744",2
"745",2
"746",2
"747",2
"748",2
"749",2
"750",2
"751",2
"752",2
"753",2
"754",2
"755",2
"756",2
"757",2
"758",2
"759",2
"760",0
"761",2
"762",2
"763",2
"764",2
"765",2
"766",2
"767",2
"768",2
"769",2
"770",2
"771",2
"772",2
"773",2
"774",2
"775",2
"776",2
"777",0
"778",2
"779",2
"780",2
"781",2
"782",2
"783",2
"784",2
"785",2
"786",2
"787",2
"788",2
"789",2
"790",2
"791",2
"792",2
"793",2
"794",2
"795",2
"796",2
"797",2
"798",2
"799",2
"800",2
"801",2
"802",2
"803",2
"804",0
"805",2
"806",2
"807",0
"808",0
"809",0
"810",2
"811",2
"812",2
"813",2
"814",2
"815",0
"816",2
"817",2
"818",2
"819",2
"820",2
"821",2
"822",2
"823",2
"824",2
"825",2
"826",2
"827",2
"828",2
"829",0
"830",2
"831",2
"832",2
"833",2
"834",2
"835",2
"836",2
"837",2
"838",2
"839",2
"840",2
"841",2
"842",2
"843",2
"844",2
"845",2
"846",2
"847",2
"848",2
"849",2
"850",2
"851",2
"852",2
"853",2
"854",2
"855",2
"856",2
"857",0
"858",2
"859",2
"860",2
"861",2
"862",2
"863",2
"864",2
"865",2
"866",2
"867",2
"868",0
"869",2
"870",2
"871",2
"872",2
"873",2
"874",2
"875",2
"876",2
"877",2
"878",2
"879",0
"880",2
"881",2
"882",2
"883",0
"884",2
"885",2
"886",2
"887",2
"888",2
"889",2
"890",2
"891",2
"892",2
"893",2
"894",2
"895",2
"896",2
"897",2
"898",0
"899",2
"900",2
"901",0
"902",0
"903",0
"904",0
"905",0
"906",0
"907",0
"908",0
"909",0
"910",0
"911",0
"912",0
"913",0
"914",0
"915",0
"916",0
"917",0
"918",0
"919",0
"920",0
"921",0
"922",0
"923",0
"924",0
"925",0
"926",2
"927",0
"928",0
"929",0
"930",0
"931",0
"932",0
"933",0
"934",0
"935",0
"936",0
"937",0
"938",0
"939",0
"940",0
"941",0
"942",2
"943",0
"944",0
"945",0
"946",0
"947",0
"948",0
"949",0
"950",0
"951",0
"952",0
"953",0
"954",0
"955",0
"956",0
"957",0
"958",0
"959",0
"960",0
"961",0
"962",0
"963",0
"964",0
"965",2
"966",0
"967",0
"968",0
"969",0
"970",0
"971",0
"972",0
"973",0
"974",0
"975",0
"976",0
"977",0
"978",0
"979",0
"980",0
"981",0
"982",0
"983",0
"984",0
"985",0
"986",0
"987",0
"988",0
"989",0
"990",0
"991",2
"992",0
"993",0
"994",0
"995",0
"996",0
"997",2
"998",0
"999",0
"1000",0
"1001",0
"1002",2
"1003",2
"1004",0
"1005",2
"1006",0
"1007",0
"1008",2
"1009",0
"1010",2
"1011",0
"1012",0
"1013",0
"1014",0
"1015",2
"1016",2
"1017",2
"1018",2
"1019",0
"1020",0
"1021",0
"1022",2
"1023",0
"1024",2
"1025",2
"1026",0
"1027",0
"1028",2
"1029",0
"1030",2
"1031",0
"1032",0
"1033",0
"1034",0
"1035",0
"1036",2
"1037",0
"1038",0
"1039",2
"1040",0
"1041",0
"1042",0
"1043",0
"1044",0
"1045",0
"1046",2
"1047",2
"1048",0
"1049",0
"1050",0
"1051",0
"1052",2
"1053",2
"1054",0
"1055",0
"1056",2
"1057",0
"1058",0
"1059",2
"1060",0
"1061",0
"1062",0
"1063",0
"1064",0
"1065",2
"1066",2
"1067",0
"1068",0
"1069",0
"1070",0
"1071",0
"1072",2
"1073",0
"1074",2
"1075",2
"1076",2
"1077",0
"1078",2
"1079",2
"1080",2
"1081",0
"1082",0
"1083",2
"1084",0
"1085",2
"1086",2
"1087",2
"1088",0
"1089",0
"1090",0
"1091",0
"1092",2
"1093",2
"1094",0
"1095",0
"1096",2
"1097",2
"1098",0
"1099",0
"1100",0
"1101",0
"1102",0
"1103",0
"1104",0
"1105",0
"1106",0
"1107",0
"1108",0
"1109",0
"1110",0
"1111",0
"1112",0
"1113",0
"1114",0
"1115",0
"1116",0
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0
"1122",0
"1123",0
"1124",0
"1125",0
"1126",0
"1127",0
"1128",0
"1129",0
"1130",0
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",0
"1137",0
"1138",0
"1139",0
"1140",0
"1141",0
"1142",0
"1143",0
"1144",2
"1145",0
"1146",0
"1147",0
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",0
"1164",0
"1165",0
"1166",0
"1167",0
"1168",0
"1169",0
"1170",0
"1171",0
"1172",0
"1173",0
"1174",0
"1175",0
"1176",0
"1177",0
"1178",0
"1179",0
"1180",0
"1181",0
"1182",0
"1183",0
"1184",0
"1185",0
"1186",0
"1187",0
"1188",0
"1189",0
"1190",0
"1191",0
"1192",0
"1193",0
"1194",0
"1195",0
"1196",0
"1197",0
"1198",0
"1199",0
"1200",0
"1201",2
"1202",0
"1203",2
"1204",2
"1205",2
"1206",0
"1207",0
"1208",0
"1209",2
"1210",0
"1211",2
"1212",0
"1213",0
"1214",2
"1215",2
"1216",2
"1217",2
"1218",0
"1219",2
"1220",2
"1221",0
"1222",0
"1223",0
"1224",2
"1225",0
"1226",2
"1227",2
"1228",2
"1229",0
"1230",2
"1231",2
"1232",0
"1233",2
"1234",2
"1235",2
"1236",2
"1237",2
"1238",0
"1239",2
"1240",2
"1241",0
"1242",0
"1243",2
"1244",2
"1245",0
"1246",0
"1247",0
"1248",0
"1249",2
"1250",0
"1251",0
"1252",2
"1253",2
"1254",2
"1255",2
"1256",0
"1257",2
"1258",2
"1259",2
"1260",2
"1261",2
"1262",0
"1263",0
"1264",0
"1265",2
"1266",2
"1267",2
"1268",2
"1269",2
"1270",2
"1271",0
"1272",2
"1273",2
"1274",2
"1275",2
"1276",0
"1277",0
"1278",2
"1279",2
"1280",0
"1281",0
"1282",0
"1283",2
"1284",2
"1285",0
"1286",2
"1287",2
"1288",2
"1289",0
"1290",2
"1291",0
"1292",0
"1293",2
"1294",2
"1295",2
"1296",2
"1297",0
"1298",0
"1299",2
"1300",0
"1301",2
"1302",0
"1303",2
"1304",2
"1305",2
"1306",2
"1307",2
"1308",2
"1309",2
"1310",2
"1311",2
"1312",0
"1313",2
"1314",2
"1315",2
"1316",2
"1317",2
"1318",2
"1319",2
"1320",2
"1321",2
"1322",2
"1323",2
"1324",2
"1325",2
"1326",2
"1327",2
"1328",2
"1329",2
"1330",2
"1331",2
"1332",2
"1333",2
"1334",2
"1335",2
"1336",2
"1337",2
"1338",2
"1339",2
"1340",2
"1341",2
"1342",2
"1343",2
"1344",2
"1345",2
"1346",2
"1347",2
"1348",2
"1349",2
"1350",2
"1351",2
"1352",2
"1353",2
"1354",2
"1355",2
"1356",2
"1357",2
"1358",0
"1359",2
"1360",2
"1361",2
"1362",2
"1363",2
"1364",2
"1365",2
"1366",2
"1367",2
"1368",2
"1369",2
"1370",2
"1371",2
"1372",2
"1373",2
"1374",2
"1375",2
"1376",2
"1377",2
"1378",2
"1379",2
"1380",2
"1381",2
"1382",2
"1383",2
"1384",2
"1385",2
"1386",2
"1387",2
"1388",2
"1389",2
"1390",2
"1391",2
"1392",2
"1393",2
"1394",2
"1395",2
"1396",2
"1397",2
"1398",2
"1399",2
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",2
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",0
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0
"1441",2
"1442",0
"1443",0
"1444",0
"1445",0
"1446",0
"1447",0
"1448",0
"1449",0
"1450",0
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",0
"1470",0
"1471",0
"1472",0
"1473",0
"1474",0
"1475",0
"1476",0
"1477",0
"1478",0
"1479",0
"1480",0
"1481",0
"1482",0
"1483",0
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0
"1489",0
"1490",0
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0
"1499",0
"1500",2
"1501",2
"1502",0
"1503",0
"1504",0
"1505",0
"1506",0
"1507",0
"1508",0
"1509",0
"1510",0
"1511",0
"1512",0
"1513",0
"1514",0
"1515",0
"1516",2
"1517",2
"1518",0
"1519",0
"1520",0
"1521",2
"1522",0
"1523",0
"1524",0
"1525",0
"1526",0
"1527",2
"1528",0
"1529",0
"1530",0
"1531",0
"1532",0
"1533",0
"1534",2
"1535",0
"1536",0
"1537",0
"1538",2
"1539",0
"1540",0
"1541",0
"1542",0
"1543",0
"1544",0
"1545",0
"1546",0
"1547",0
"1548",2
"1549",0
"1550",0
"1551",2
"1552",0
"1553",0
"1554",0
"1555",2
"1556",0
"1557",0
"1558",0
"1559",0
"1560",0
"1561",0
"1562",0
"1563",0
"1564",0
"1565",0
"1566",0
"1567",0
"1568",0
"1569",0
"1570",0
"1571",0
"1572",0
"1573",0
"1574",0
"1575",0
"1576",0
"1577",0
"1578",0
"1579",0
"1580",0
"1581",2
"1582",0
"1583",0
"1584",2
"1585",0
"1586",2
"1587",0
"1588",0
"1589",0
"1590",0
"1591",0
"1592",0
"1593",0
"1594",0
"1595",2
"1596",2
"1597",0
"1598",0
"1599",0
"1600",2
"1601",2
"1602",2
"1603",2
"1604",2
"1605",0
"1606",0
"1607",0
"1608",2
"1609",2
"1610",2
"1611",2
"1612",2
"1613",2
"1614",2
"1615",2
"1616",2
"1617",2
"1618",2
"1619",2
"1620",2
"1621",2
"1622",2
"1623",2
"1624",2
"1625",2
"1626",2
"1627",2
"1628",2
"1629",2
"1630",2
"1631",2
"1632",2
"1633",0
"1634",2
"1635",2
"1636",2
"1637",2
"1638",2
"1639",2
"1640",2
"1641",2
"1642",2
"1643",0
"1644",2
"1645",2
"1646",2
"1647",2
"1648",2
"1649",2
"1650",2
"1651",2
"1652",2
"1653",2
"1654",2
"1655",2
"1656",2
"1657",2
"1658",2
"1659",2
"1660",0
"1661",2
"1662",2
"1663",2
"1664",2
"1665",2
"1666",0
"1667",2
"1668",0
"1669",2
"1670",0
"1671",2
"1672",2
"1673",0
"1674",2
"1675",2
"1676",0
"1677",2
"1678",2
"1679",2
"1680",2
"1681",2
"1682",2
"1683",2
"1684",2
"1685",2
"1686",2
"1687",0
"1688",2
"1689",2
"1690",2
"1691",2
"1692",2
"1693",2
"1694",2
"1695",2
"1696",2
"1697",0
"1698",2
"1699",0
"1700",0
"1701",0
"1702",0
"1703",0
"1704",0
"1705",0
"1706",0
"1707",0
"1708",0
"1709",0
"1710",0
"1711",0
"1712",0
"1713",0
"1714",0
"1715",0
"1716",0
"1717",0
"1718",0
"1719",0
"1720",0
"1721",0
"1722",0
"1723",0
"1724",0
"1725",0
"1726",0
"1727",0
"1728",0
"1729",0
"1730",0
"1731",0
"1732",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",0
"1741",0
"1742",0
"1743",0
"1744",0
"1745",0
"1746",0
"1747",0
"1748",0
"1749",0
"1750",0
"1751",0
"1752",0
"1753",0
"1754",0
"1755",0
"1756",0
"1757",0
"1758",0
"1759",0
"1760",0
"1761",0
"1762",0
"1763",0
"1764",0
"1765",0
"1766",0
"1767",0
"1768",0
"1769",0
"1770",0
"1771",0
"1772",0
"1773",0
"1774",0
"1775",0
"1776",0
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",0
"1785",0
"1786",0
"1787",0
"1788",0
"1789",0
"1790",0
"1791",0
"1792",0
"1793",0
"1794",0
"1795",0
"1796",0
"1797",0
"1798",0
"1799",0
"1800",0
"1801",0
"1802",0
"1803",2
"1804",0
"1805",0
"1806",2
"1807",2
"1808",2
"1809",0
"1810",2
"1811",2
"1812",0
"1813",0
"1814",0
"1815",2
"1816",2
"1817",2
"1818",2
"1819",2
"1820",0
"1821",2
"1822",0
"1823",0
"1824",2
"1825",0
"1826",2
"1827",0
"1828",2
"1829",2
"1830",0
"1831",0
"1832",2
"1833",2
"1834",0
"1835",0
"1836",2
"1837",0
"1838",0
"1839",0
"1840",2
"1841",0
"1842",0
"1843",2
"1844",0
"1845",2
"1846",0
"1847",0
"1848",2
"1849",0
"1850",2
"1851",0
"1852",0
"1853",2
"1854",2
"1855",2
"1856",2
"1857",2
"1858",0
"1859",0
"1860",2
"1861",0
"1862",2
"1863",2
"1864",2
"1865",2
"1866",0
"1867",0
"1868",0
"1869",0
"1870",2
"1871",0
"1872",0
"1873",0
"1874",2
"1875",2
"1876",0
"1877",2
"1878",0
"1879",0
"1880",2
"1881",2
"1882",0
"1883",2
"1884",0
"1885",2
"1886",2
"1887",0
"1888",2
"1889",2
"1890",0
"1891",0
"1892",2
"1893",0
"1894",2
"1895",2
"1896",2
"1897",0
"1898",2
"1899",2
"1900",0
"1901",0
"1902",0
"1903",0
"1904",0
"1905",0
"1906",2
"1907",2
"1908",0
"1909",0
"1910",0
"1911",0
"1912",0
"1913",2
"1914",2
"1915",2
"1916",0
"1917",0
"1918",2
"1919",2
"1920",2
"1921",0
"1922",0
"1923",0
"1924",0
"1925",2
"1926",0
"1927",0
"1928",0
"1929",0
"1930",0
"1931",0
"1932",0
"1933",0
"1934",2
"1935",0
"1936",0
"1937",0
"1938",0
"1939",0
"1940",0
"1941",0
"1942",2
"1943",0
"1944",0
"1945",0
"1946",0
"1947",2
"1948",2
"1949",0
"1950",2
"1951",0
"1952",2
"1953",0
"1954",0
"1955",0
"1956",2
"1957",2
"1958",0
"1959",2
"1960",0
"1961",0
"1962",2
"1963",0
"1964",2
"1965",0
"1966",0
"1967",0
"1968",0
"1969",0
"1970",0
"1971",0
"1972",2
"1973",0
"1974",0
"1975",2
"1976",0
"1977",0
"1978",2
"1979",2
"1980",2
"1981",0
"1982",2
"1983",0
"1984",0
"1985",0
"1986",0
"1987",0
"1988",0
"1989",2
"1990",2
"1991",0
"1992",2
"1993",0
"1994",2
"1995",0
"1996",2
"1997",0
"1998",0
"1999",0
"2000",0
"2001",0
"2002",0
"2003",0
"2004",0
"2005",0
"2006",0
"2007",0
"2008",0
"2009",0
"2010",0
"2011",0
"2012",0
"2013",0
"2014",0
"2015",0
"2016",0
"2017",0
"2018",0
"2019",0
"2020",0
"2021",0
"2022",0
"2023",0
"2024",0
"2025",0
"2026",0
"2027",0
"2028",0
"2029",0
"2030",0
"2031",0
"2032",0
"2033",0
"2034",0
"2035",0
"2036",0
"2037",0
"2038",0
"2039",0
"2040",0
"2041",0
"2042",0
"2043",0
"2044",0
"2045",0
"2046",0
"2047",0
"2048",0
"2049",0
"2050",0
"2051",0
"2052",0
"2053",0
"2054",0
"2055",0
"2056",0
"2057",0
"2058",0
"2059",0
"2060",0
"2061",0
"2062",0
"2063",0
"2064",0
"2065",0
"2066",0
"2067",0
"2068",0
"2069",0
"2070",0
"2071",0
"2072",0
"2073",0
"2074",0
"2075",0
"2076",0
"2077",0
"2078",0
"2079",0
"2080",0
"2081",0
"2082",0
"2083",0
"2084",0
"2085",0
"2086",0
"2087",0
"2088",0
"2089",0
"2090",0
"2091",0
"2092",0
"2093",0
"2094",0
"2095",0
"2096",0
"2097",0
"2098",0
"2099",0
"2100",2
"2101",2
"2102",2
"2103",2
"2104",2
"2105",2
"2106",2
"2107",2
"2108",2
"2109",2
"2110",2
"2111",2
"2112",2
"2113",2
"2114",2
"2115",2
"2116",2
"2117",2
"2118",2
"2119",2
"2120",2
"2121",2
"2122",2
"2123",2
"2124",2
"2125",2
"2126",2
"2127",2
"2128",2
"2129",2
"2130",2
"2131",2
"2132",2
"2133",2
"2134",2
"2135",2
"2136",2
"2137",2
"2138",2
"2139",2
"2140",2
"2141",2
"2142",2
"2143",2
"2144",2
"2145",2
"2146",2
"2147",2
"2148",2
"2149",2
"2150",2
"2151",2
"2152",2
"2153",2
"2154",2
"2155",2
"2156",2
"2157",2
"2158",2
"2159",2
"2160",2
"2161",2
"2162",2
"2163",2
"2164",2
"2165",2
"2166",2
"2167",2
"2168",2
"2169",2
"2170",2
"2171",2
"2172",2
"2173",2
"2174",2
"2175",2
"2176",2
"2177",2
"2178",2
"2179",2
"2180",2
"2181",2
"2182",2
"2183",2
"2184",2
"2185",2
"2186",2
"2187",2
"2188",2
"2189",2
"2190",2
"2191",2
"2192",2
"2193",2
"2194",2
"2195",2
"2196",2
"2197",2
"2198",2
"2199",2
"2200",2
"2201",2
"2202",0
"2203",0
"2204",2
"2205",2
"2206",0
"2207",2
"2208",0
"2209",2
"2210",2
"2211",2
"2212",0
"2213",0
"2214",0
"2215",2
"2216",2
"2217",2
"2218",2
"2219",2
"2220",0
"2221",0
"2222",0
"2223",0
"2224",2
"2225",2
"2226",2
"2227",2
"2228",2
"2229",2
"2230",0
"2231",0
"2232",2
"2233",2
"2234",2
"2235",0
"2236",2
"2237",0
"2238",2
"2239",0
"2240",2
"2241",0
"2242",0
"2243",0
"2244",0
"2245",2
"2246",2
"2247",0
"2248",0
"2249",0
"2250",0
"2251",2
"2252",0
"2253",0
"2254",0
"2255",0
"2256",2
"2257",0
"2258",2
"2259",0
"2260",0
"2261",2
"2262",0
"2263",0
"2264",0
"2265",2
"2266",2
"2267",2
"2268",0
"2269",2
"2270",0
"2271",2
"2272",0
"2273",0
"2274",2
"2275",2
"2276",0
"2277",0
"2278",0
"2279",0
"2280",2
"2281",0
"2282",0
"2283",2
"2284",2
"2285",0
"2286",2
"2287",0
"2288",2
"2289",2
"2290",2
"2291",2
"2292",2
"2293",2
"2294",0
"2295",2
"2296",0
"2297",2
"2298",2
"2299",2
"2300",0
"2301",0
"2302",0
"2303",0
"2304",0
"2305",0
"2306",0
"2307",0
"2308",0
"2309",0
"2310",0
"2311",0
"2312",0
"2313",0
"2314",0
"2315",0
"2316",0
"2317",0
"2318",0
"2319",0
"2320",0
"2321",0
"2322",0
"2323",0
"2324",0
"2325",0
"2326",0
"2327",0
"2328",0
"2329",0
"2330",0
"2331",0
"2332",0
"2333",0
"2334",0
"2335",0
"2336",0
"2337",0
"2338",0
"2339",0
"2340",0
"2341",0
"2342",0
"2343",0
"2344",0
"2345",0
"2346",0
"2347",0
"2348",0
"2349",0
"2350",0
"2351",0
"2352",0
"2353",0
"2354",0
"2355",0
"2356",0
"2357",0
"2358",0
"2359",0
"2360",0
"2361",0
"2362",0
"2363",0
"2364",0
"2365",0
"2366",0
"2367",0
"2368",0
"2369",0
"2370",0
"2371",0
"2372",0
"2373",0
"2374",0
"2375",0
"2376",0
"2377",0
"2378",0
"2379",0
"2380",0
"2381",0
"2382",0
"2383",0
"2384",0
"2385",0
"2386",0
"2387",0
"2388",0
"2389",0
"2390",0
"2391",0
"2392",0
"2393",0
"2394",0
"2395",0
"2396",0
"2397",0
"2398",0
"2399",0
"2400",0
"2401",0
"2402",0
"2403",0
"2404",0
"2405",0
"2406",0
"2407",0
"2408",0
"2409",0
"2410",0
"2411",0
"2412",0
"2413",0
"2414",0
"2415",0
"2416",0
"2417",0
"2418",0
"2419",0
"2420",0
"2421",0
"2422",0
"2423",0
"2424",0
"2425",0
"2426",0
"2427",0
"2428",0
"2429",0
"2430",0
"2431",0
"2432",0
"2433",0
"2434",0
"2435",0
"2436",0
"2437",0
"2438",0
"2439",0
"2440",0
"2441",0
"2442",0
"2443",0
"2444",0
"2445",0
"2446",0
"2447",0
"2448",0
"2449",0
"2450",0
"2451",0
"2452",0
"2453",0
"2454",0
"2455",0
"2456",0
"2457",0
"2458",0
"2459",0
"2460",0
"2461",0
"2462",0
"2463",0
"2464",0
"2465",0
"2466",0
"2467",0
"2468",0
"2469",0
"2470",0
"2471",0
"2472",0
"2473",0
"2474",0
"2475",0
"2476",0
"2477",0
"2478",0
"2479",0
"2480",0
"2481",0
"2482",0
"2483",0
"2484",0
"2485",0
"2486",0
"2487",0
"2488",0
"2489",0
"2490",0
"2491",0
"2492",0
"2493",0
"2494",0
"2495",0
"2496",0
"2497",0
"2498",0
